,Label,Source,demand,electricity,facility,gas,just,need,new,plant,power,report,said,solar,state,time,wind
29,safe,ABC News (AU),0.0,0.0,0.0,0.0,0.0,0.5825657563095398,0.0,0.0,0.5044860056416961,0.0,0.0,0.4258915426589105,0.0,0.2793418104973928,0.3830085592866466
30,safe,BroBible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412455089662911,0.4491399234899732,0.0,0.5078663114997177,0.0,0.0,0.4973916342228858,0.0
31,safe,HuffPost,0.12827950133480642,0.056259736395719594,0.3938181547700372,0.0,0.09563324488394549,0.13160259813020014,0.043867532710066715,0.6866750746152911,0.2659165816081615,0.0,0.47250652396257764,0.06413975066740321,0.08961600981864415,0.12620758302284346,0.05768152460308751
32,safe,Wattsupwiththat.com,0.20566252014992753,0.2705931746627744,0.0,0.10003051800803417,0.0,0.0,0.07033007796284411,0.0,0.12180784649172588,0.09486788999630252,0.13773458664904834,0.3084937802248913,0.14367575671329935,0.1348938285354686,0.8322947028379196
33,safe,Department of Defense,0.0,0.0,0.0,0.0,0.24802417207752442,0.11377014859949129,0.0,0.0,0.09852183587276137,0.0,0.89123088409658,0.0,0.34862777061157546,0.0,0.0
34,safe,Globalresearch.ca,0.03641808995256147,0.0,0.03194387442182528,0.0,0.10859973973702605,0.04981534027209907,0.1494460208162972,0.0,0.10784680425071207,0.033597831524931544,0.1219480963888617,0.0,0.9413415494587739,0.21497927868733485,0.03275115555857174
35,safe,Thekurzweillibrary.com,0.0,0.13645421173663438,0.27290842347326877,0.15132959840621538,0.1159760059544836,0.05319887703240825,0.212795508129633,0.49964528113014645,0.7371003513483079,0.0,0.0,0.07778332853129635,0.0,0.15305400771374936,0.0
36,safe,OilPrice.com,0.16712121280183673,0.07329460498778201,0.0,0.16256945090930344,0.0622950031099142,0.17145050907228776,0.0,0.23855819015278443,0.5443953162102879,0.0,0.0,0.5013636384055101,0.11675081436639043,0.10961462597996113,0.5260282721194177
37,safe,Desmog.com,0.0,0.0,0.0,0.6764388191638011,0.1036818617711507,0.09511896136549715,0.3804758454619886,0.09926220427405541,0.08237041803495491,0.0,0.5588435789770483,0.0,0.0,0.18243916737427654,0.12507215180043593
38,safe,Crikey,0.0,0.0,0.0,0.0,0.07253149164458178,0.06654124485872727,0.2661649794349091,0.06943968421224575,0.0,0.4487857599709883,0.7167298994485014,0.0,0.0,0.44669382390535056,0.0
39,safe,Investing.com,0.5894522481867454,0.019149405244468617,0.07659762097787447,0.021236953909172063,0.6998499706303006,0.20903973261516165,0.13438268525260394,0.046745399525492205,0.03879057621463865,0.08056361388231807,0.13158768013761538,0.0,0.0,0.2577474023585959,0.01963334634158272
40,safe,GlobeNewswire,0.0,0.0,0.0,0.1276238547547334,0.0,0.0,0.8075751530836185,0.18727821026840102,0.23311266228869737,0.4841484800789978,0.0878642799779841,0.0,0.0,0.0,0.0
41,safe,Freerepublic.com,0.0,0.06449302673495995,0.0,0.0,0.23981261233213216,0.38344062425482034,0.17600553244483552,0.0,0.7185324558729067,0.0,0.37546550079250757,0.0,0.3210337494108164,0.0,0.0
42,safe,LancasterOnline,0.0,0.09662760114071367,0.09662760114071367,0.10716133924691727,0.0,0.0,0.0,0.5503786382211711,0.26098219265020445,0.0,0.5902127894508004,0.33048520887983746,0.07695894619617395,0.21676489750123792,0.29720868117822147
43,safe,Wattsupwiththat.com,0.0,0.2680626478679278,0.029784738651991976,0.3633485349864744,0.15188897359606082,0.11612061136287649,0.18579297818060236,0.048471462177723294,0.12066872677906493,0.21928831569410914,0.0454821745425911,0.44143495565173757,0.28466426639913045,0.4454411054938125,0.4275243617520694
44,safe,Philippine Star,0.0,0.0,0.47759175048482694,0.0,0.0,0.37239370602605887,0.0,0.19430731574062116,0.1612413802600622,0.0,0.18232417287132863,0.5444855905730136,0.0,0.0,0.48966138255703107
45,safe,Breitbart News,0.0,0.0,0.1211136508036381,0.0,0.0,0.0,0.09443622346350734,0.3941989092284289,0.32711674276767844,0.06369227447704057,0.13870808813458632,0.0,0.8199170839302036,0.13584725167822498,0.0
46,safe,Investing.com,0.15036950175720137,0.0,0.19784334463702277,0.21941099149836746,0.8407611836842317,0.10284322854848303,0.2828188785083283,0.0,0.022264855518796072,0.0,0.12588025977006617,0.0,0.052524037767839524,0.2712247903681492,0.0
47,safe,Nation.africa,0.1373436770255819,0.3614101544522384,0.0,0.0,0.0,0.0,0.0,0.4901301646697851,0.6507568813431036,0.0,0.36792264473251585,0.1373436770255819,0.09594823943639405,0.09008357189055942,0.12351455381406376
48,safe,Popular Mechanics,0.0,0.0,0.0,0.0,0.25820487730950176,0.4737603922158592,0.0,0.4943967023397853,0.0,0.0,0.0,0.0,0.0,0.681508057778194,0.0
49,safe,Thenewatlantis.com,0.0,0.07093336571499281,0.0,0.0,0.6028812405154182,0.22123614080597204,0.663708422417916,0.0,0.14368833359579455,0.0,0.0,0.0,0.22597920309018418,0.2652082767089358,0.0
